Page,Clicks,Impressions,CTR,Position
"https://spotonauto.com/repair/2005/subaru/forester/battery-replacement",1,8,12.50%,6.6
"https://spotonauto.com/repair/2005/subaru/forester/headlight-bulb-replacement",1,8,12.50%,7.4
"https://spotonauto.com/repair/2005/subaru/outback/spark-plug-replacement",1,8,12.50%,8.5
"https://spotonauto.com/repair/2005/toyota/rav4/brake-pad-replacement",1,1,100.00%,12.0
"https://spotonauto.com/repair/2005/toyota/rav4/water-pump-replacement",1,9,11.11%,7.1
"https://spotonauto.com/repair/2006/bmw/x5/alternator-replacement",1,37,2.70%,10.1
"https://spotonauto.com/repair/2006/ford/escape/thermostat-replacement",1,9,11.11%,8.6
"https://spotonauto.com/repair/2006/ford/explorer/starter-replacement",1,12,8.33%,9.9
"https://spotonauto.com/repair/2006/ford/focus/battery-replacement",1,15,6.67%,8.5
"https://spotonauto.com/repair/2006/ford/fusion/battery-replacement",1,6,16.67%,9.8
"https://spotonauto.com/repair/2006/ford/mustang/brake-pad-replacement",1,2,50.00%,7.0
"https://spotonauto.com/repair/2006/honda/cr-v/battery-replacement",1,16,6.25%,8.3
"https://spotonauto.com/repair/2006/hyundai/santa-fe/thermostat-replacement",1,19,5.26%,5.0
"https://spotonauto.com/repair/2006/kia/optima/thermostat-replacement",1,10,10.00%,7.5
"https://spotonauto.com/repair/2006/kia/sorento/starter-replacement",1,9,11.11%,6.0
"https://spotonauto.com/repair/2006/mercedes/gle/oil-change",1,1,100.00%,3.0
"https://spotonauto.com/repair/2006/subaru/forester/starter-replacement",1,6,16.67%,6.2
"https://spotonauto.com/repair/2006/subaru/outback/radiator-replacement",1,2,50.00%,8.0
"https://spotonauto.com/repair/2006/toyota/camry/radiator-replacement",1,8,12.50%,7.1
"https://spotonauto.com/repair/2006/toyota/highlander/radiator-replacement",1,5,20.00%,9.0
"https://spotonauto.com/repair/2006/toyota/sienna/serpentine-belt-replacement",1,5,20.00%,6.2
"https://spotonauto.com/repair/2006/toyota/sienna/water-pump-replacement",1,18,5.56%,8.1
"https://spotonauto.com/repair/2006/toyota/tundra/water-pump-replacement",1,8,12.50%,10.6
"https://spotonauto.com/repair/2007/bmw/3-series/alternator-replacement",1,5,20.00%,22.4
"https://spotonauto.com/repair/2007/bmw/x3/cabin-air-filter-replacement",1,5,20.00%,60.0
"https://spotonauto.com/repair/2007/chevrolet/tahoe/spark-plug-replacement",1,14,7.14%,8.1
"https://spotonauto.com/repair/2007/ford/f-150/brake-pad-replacement",1,7,14.29%,8.6
"https://spotonauto.com/repair/2007/ford/focus/battery-replacement",1,14,7.14%,7.7
"https://spotonauto.com/repair/2007/ford/focus/water-pump-replacement",1,6,16.67%,6.8
"https://spotonauto.com/repair/2007/ford/fusion/serpentine-belt-replacement",1,16,6.25%,8.0
"https://spotonauto.com/repair/2007/honda/fit/thermostat-replacement",1,2,50.00%,9.5
"https://spotonauto.com/repair/2007/honda/pilot/alternator-replacement",1,7,14.29%,8.7
"https://spotonauto.com/repair/2007/hyundai/elantra/brake-pad-replacement",1,1,100.00%,4.0
"https://spotonauto.com/repair/2007/hyundai/santa-fe/serpentine-belt-replacement",1,10,10.00%,7.7
"https://spotonauto.com/repair/2007/hyundai/santa-fe/spark-plug-replacement",1,38,2.63%,6.6
"https://spotonauto.com/repair/2007/jeep/grand-cherokee/engine-air-filter-replacement",1,5,20.00%,7.4
"https://spotonauto.com/repair/2007/kia/sorento/starter-replacement",1,17,5.88%,7.5
"https://spotonauto.com/repair/2007/mercedes/c-class/starter-replacement",1,15,6.67%,8.3
"https://spotonauto.com/repair/2007/nissan/versa/spark-plug-replacement",1,17,5.88%,7.6
"https://spotonauto.com/repair/2007/toyota/highlander/starter-replacement",1,15,6.67%,15.3
"https://spotonauto.com/repair/2007/toyota/highlander/thermostat-replacement",1,28,3.57%,6.3
"https://spotonauto.com/repair/2007/toyota/highlander/water-pump-replacement",1,4,25.00%,3.5
"https://spotonauto.com/repair/2008/bmw/5-series/starter-replacement",1,13,7.69%,22.9
"https://spotonauto.com/repair/2008/chevrolet/silverado/alternator-replacement",1,2,50.00%,11.0
"https://spotonauto.com/repair/2008/chevrolet/tahoe/starter-replacement",1,15,6.67%,13.9
"https://spotonauto.com/repair/2008/ford/escape/water-pump-replacement",1,15,6.67%,4.8
"https://spotonauto.com/repair/2008/ford/focus/starter-replacement",1,35,2.86%,6.8
"https://spotonauto.com/repair/2008/ford/focus/thermostat-replacement",1,17,5.88%,7.6
"https://spotonauto.com/repair/2008/honda/cr-v/starter-replacement",1,34,2.94%,8.4
"https://spotonauto.com/repair/2008/honda/fit/brake-rotor-replacement",1,7,14.29%,9.1
"https://spotonauto.com/repair/2008/honda/fit/radiator-replacement",1,5,20.00%,7.4
"https://spotonauto.com/repair/2008/honda/odyssey/brake-pad-replacement",1,15,6.67%,6.7
"https://spotonauto.com/repair/2008/honda/pilot/radiator-replacement",1,6,16.67%,15.8
"https://spotonauto.com/repair/2008/honda/pilot/water-pump-replacement",1,9,11.11%,7.0
"https://spotonauto.com/repair/2008/hyundai/sonata/radiator-replacement",1,4,25.00%,7.5
"https://spotonauto.com/repair/2008/jeep/grand-cherokee/water-pump-replacement",1,7,14.29%,6.9
"https://spotonauto.com/repair/2008/kia/optima/brake-pad-replacement",1,3,33.33%,5.0
"https://spotonauto.com/repair/2008/kia/sorento/spark-plug-replacement",1,36,2.78%,13.5
"https://spotonauto.com/repair/2008/kia/sportage/brake-pad-replacement",1,9,11.11%,5.1
"https://spotonauto.com/repair/2008/nissan/altima/battery-replacement",1,10,10.00%,8.4
"https://spotonauto.com/repair/2008/nissan/pathfinder/starter-replacement",1,15,6.67%,7.3
"https://spotonauto.com/repair/2008/nissan/rogue/thermostat-replacement",1,8,12.50%,8.0
"https://spotonauto.com/repair/2008/nissan/sentra/starter-replacement",1,9,11.11%,5.8
"https://spotonauto.com/repair/2008/nissan/sentra/thermostat-replacement",1,13,7.69%,5.8
"https://spotonauto.com/repair/2008/subaru/forester/brake-pad-replacement",1,6,16.67%,5.7
"https://spotonauto.com/repair/2008/subaru/forester/thermostat-replacement",1,9,11.11%,6.4
"https://spotonauto.com/repair/2008/toyota/camry/alternator-replacement",1,20,5.00%,7.3
"https://spotonauto.com/repair/2008/toyota/highlander/radiator-replacement",1,3,33.33%,7.3
"https://spotonauto.com/repair/2008/toyota/highlander/thermostat-replacement",1,14,7.14%,6.6
"https://spotonauto.com/repair/2008/toyota/rav4/alternator-replacement",1,9,11.11%,13.4
"https://spotonauto.com/repair/2008/toyota/rav4/oil-change",1,7,14.29%,7.7
"https://spotonauto.com/repair/2009/bmw/x3/serpentine-belt-replacement",1,17,5.88%,13.4
"https://spotonauto.com/repair/2009/chevrolet/equinox/thermostat-replacement",1,38,2.63%,6.2
"https://spotonauto.com/repair/2009/chevrolet/equinox/water-pump-replacement",1,14,7.14%,5.9
"https://spotonauto.com/repair/2009/chevrolet/impala/alternator-replacement",1,7,14.29%,5.6
"https://spotonauto.com/repair/2009/ford/edge/battery-replacement",1,27,3.70%,7.1
"https://spotonauto.com/repair/2009/honda/cr-v/thermostat-replacement",1,11,9.09%,8.4
"https://spotonauto.com/repair/2009/honda/odyssey/starter-replacement",1,23,4.35%,7.0
"https://spotonauto.com/repair/2009/honda/pilot/starter-replacement",1,12,8.33%,9.1
"https://spotonauto.com/repair/2009/hyundai/elantra/water-pump-replacement",1,21,4.76%,5.4
"https://spotonauto.com/repair/2009/hyundai/sonata/radiator-replacement",1,6,16.67%,5.2
"https://spotonauto.com/repair/2009/jeep/grand-cherokee/brake-pad-replacement",1,5,20.00%,8.8
"https://spotonauto.com/repair/2009/kia/sorento/engine-air-filter-replacement",1,2,50.00%,9.5
"https://spotonauto.com/repair/2009/kia/sorento/headlight-bulb-replacement",1,9,11.11%,10.3
"https://spotonauto.com/repair/2009/kia/sportage/serpentine-belt-replacement",1,42,2.38%,6.1
"https://spotonauto.com/repair/2009/kia/sportage/thermostat-replacement",1,9,11.11%,5.6
"https://spotonauto.com/repair/2009/mercedes/c-class/water-pump-replacement",1,9,11.11%,5.6
"https://spotonauto.com/repair/2009/mercedes/e-class/headlight-bulb-replacement",1,5,20.00%,14.0
"https://spotonauto.com/repair/2009/nissan/altima/radiator-replacement",1,4,25.00%,7.5
"https://spotonauto.com/repair/2009/nissan/sentra/serpentine-belt-replacement",1,9,11.11%,7.4
"https://spotonauto.com/repair/2009/subaru/forester/brake-rotor-replacement",1,20,5.00%,7.9
"https://spotonauto.com/repair/2009/toyota/prius/battery-replacement",1,3,33.33%,7.0
"https://spotonauto.com/repair/2009/toyota/prius/headlight-bulb-replacement",1,3,33.33%,25.0
"https://spotonauto.com/repair/2009/toyota/rav4/starter-replacement",1,34,2.94%,7.8
"https://spotonauto.com/repair/2009/toyota/tacoma/water-pump-replacement",1,4,25.00%,6.0
"https://spotonauto.com/repair/2009/toyota/tundra/headlight-bulb-replacement",1,2,50.00%,7.5
"https://spotonauto.com/repair/2010/bmw/x5/water-pump-replacement",1,15,6.67%,7.3
"https://spotonauto.com/repair/2010/chevrolet/impala/battery-replacement",1,13,7.69%,7.3
"https://spotonauto.com/repair/2010/chevrolet/silverado/alternator-replacement",1,9,11.11%,7.6
"https://spotonauto.com/repair/2010/chevrolet/suburban/brake-rotor-replacement",1,2,50.00%,6.0
"https://spotonauto.com/repair/2010/ford/focus/radiator-replacement",1,30,3.33%,6.7
"https://spotonauto.com/repair/2010/ford/focus/starter-replacement",1,12,8.33%,6.9
"https://spotonauto.com/repair/2010/ford/fusion/radiator-replacement",1,12,8.33%,5.9
"https://spotonauto.com/repair/2010/ford/mustang/spark-plug-replacement",1,6,16.67%,9.5
"https://spotonauto.com/repair/2010/honda/cr-v/serpentine-belt-replacement",1,42,2.38%,14.2
"https://spotonauto.com/repair/2010/honda/odyssey/starter-replacement",1,21,4.76%,7.6
"https://spotonauto.com/repair/2010/hyundai/sonata/thermostat-replacement",1,7,14.29%,7.4
"https://spotonauto.com/repair/2010/kia/soul/water-pump-replacement",1,16,6.25%,6.9
"https://spotonauto.com/repair/2010/kia/sportage/spark-plug-replacement",1,6,16.67%,5.7
"https://spotonauto.com/repair/2010/nissan/sentra/alternator-replacement",1,11,9.09%,11.5
"https://spotonauto.com/repair/2010/subaru/outback/water-pump-replacement",1,12,8.33%,9.8
"https://spotonauto.com/repair/2010/toyota/camry/thermostat-replacement",1,13,7.69%,7.5
"https://spotonauto.com/repair/2010/toyota/highlander/brake-rotor-replacement",1,4,25.00%,7.5
"https://spotonauto.com/repair/2010/toyota/prius/water-pump-replacement",1,31,3.23%,9.5
"https://spotonauto.com/repair/2010/toyota/sienna/alternator-replacement",1,5,20.00%,11.0
"https://spotonauto.com/repair/2010/toyota/tundra/alternator-replacement",1,3,33.33%,9.3
"https://spotonauto.com/repair/2011/chevrolet/suburban/battery-replacement",1,14,7.14%,5.9
"https://spotonauto.com/repair/2011/ford/edge/radiator-replacement",1,6,16.67%,5.2
"https://spotonauto.com/repair/2011/ford/edge/thermostat-replacement",1,7,14.29%,7.0
"https://spotonauto.com/repair/2011/ford/explorer/alternator-replacement",1,8,12.50%,17.8
"https://spotonauto.com/repair/2011/ford/focus/brake-pad-replacement",1,17,5.88%,7.5
"https://spotonauto.com/repair/2011/ford/focus/spark-plug-replacement",1,17,5.88%,7.9
"https://spotonauto.com/repair/2011/ford/focus/thermostat-replacement",1,14,7.14%,6.6
"https://spotonauto.com/repair/2011/ford/focus/water-pump-replacement",1,13,7.69%,7.1
"https://spotonauto.com/repair/2011/honda/accord/headlight-bulb-replacement",1,7,14.29%,11.3
"https://spotonauto.com/repair/2011/honda/cr-v/oil-change",1,4,25.00%,6.0
"https://spotonauto.com/repair/2011/honda/fit/serpentine-belt-replacement",1,22,4.55%,6.6
"https://spotonauto.com/repair/2011/honda/pilot/battery-replacement",1,17,5.88%,8.4
"https://spotonauto.com/repair/2011/honda/pilot/starter-replacement",1,29,3.45%,8.6
"https://spotonauto.com/repair/2011/hyundai/elantra/water-pump-replacement",1,12,8.33%,4.9
"https://spotonauto.com/repair/2011/hyundai/santa-fe/battery-replacement",1,13,7.69%,6.8
"https://spotonauto.com/repair/2011/hyundai/santa-fe/brake-pad-replacement",1,14,7.14%,6.9
"https://spotonauto.com/repair/2011/hyundai/santa-fe/radiator-replacement",1,22,4.55%,7.1
"https://spotonauto.com/repair/2011/hyundai/tucson/serpentine-belt-replacement",1,50,2.00%,7.2
"https://spotonauto.com/repair/2011/kia/optima/brake-rotor-replacement",1,7,14.29%,6.4
"https://spotonauto.com/repair/2011/kia/sorento/thermostat-replacement",1,23,4.35%,6.9
"https://spotonauto.com/repair/2011/kia/soul/alternator-replacement",1,38,2.63%,8.3
"https://spotonauto.com/repair/2011/kia/sportage/serpentine-belt-replacement",1,46,2.17%,7.2
"https://spotonauto.com/repair/2011/kia/sportage/spark-plug-replacement",1,5,20.00%,6.2
"https://spotonauto.com/repair/2011/mercedes/c-class/radiator-replacement",1,2,50.00%,6.0
"https://spotonauto.com/repair/2011/nissan/sentra/oil-change",1,12,8.33%,7.2
"https://spotonauto.com/repair/2011/subaru/forester/oil-change",1,5,20.00%,9.8
"https://spotonauto.com/repair/2011/subaru/forester/thermostat-replacement",1,34,2.94%,7.1
"https://spotonauto.com/repair/2011/toyota/prius/serpentine-belt-replacement",1,6,16.67%,5.2
"https://spotonauto.com/repair/2011/toyota/tundra/thermostat-replacement",1,7,14.29%,5.3
"https://spotonauto.com/repair/2012/chevrolet/equinox/thermostat-replacement",1,27,3.70%,7.7
"https://spotonauto.com/repair/2012/chevrolet/impala/spark-plug-replacement",1,6,16.67%,8.3
"https://spotonauto.com/repair/2012/chevrolet/malibu/battery-replacement",1,16,6.25%,6.9
"https://spotonauto.com/repair/2012/chevrolet/malibu/brake-rotor-replacement",1,9,11.11%,7.3
"https://spotonauto.com/repair/2012/chevrolet/tahoe/radiator-replacement",1,15,6.67%,6.5
"https://spotonauto.com/repair/2012/ford/explorer/serpentine-belt-replacement",1,11,9.09%,8.0
"https://spotonauto.com/repair/2012/honda/accord/oil-change",1,1,100.00%,17.0
"https://spotonauto.com/repair/2012/honda/cr-v/radiator-replacement",1,27,3.70%,6.8
"https://spotonauto.com/repair/2012/honda/odyssey/water-pump-replacement",1,19,5.26%,5.8
"https://spotonauto.com/repair/2012/hyundai/elantra/alternator-replacement",1,24,4.17%,7.3
"https://spotonauto.com/repair/2012/hyundai/elantra/brake-rotor-replacement",1,23,4.35%,7.8
"https://spotonauto.com/repair/2012/hyundai/santa-fe/battery-replacement",1,11,9.09%,8.4
"https://spotonauto.com/repair/2012/hyundai/santa-fe/brake-rotor-replacement",1,12,8.33%,6.1
"https://spotonauto.com/repair/2012/hyundai/sonata/serpentine-belt-replacement",1,11,9.09%,9.5
"https://spotonauto.com/repair/2012/hyundai/sonata/thermostat-replacement",1,16,6.25%,5.9
"https://spotonauto.com/repair/2012/hyundai/tucson/serpentine-belt-replacement",1,25,4.00%,7.8
"https://spotonauto.com/repair/2012/kia/sorento/alternator-replacement",1,30,3.33%,7.9
"https://spotonauto.com/repair/2012/kia/sportage/radiator-replacement",1,20,5.00%,8.6
"https://spotonauto.com/repair/2012/nissan/pathfinder/alternator-replacement",1,5,20.00%,15.8
"https://spotonauto.com/repair/2012/nissan/pathfinder/headlight-bulb-replacement",1,16,6.25%,8.3
"https://spotonauto.com/repair/2012/nissan/pathfinder/starter-replacement",1,46,2.17%,11.1
"https://spotonauto.com/repair/2012/subaru/forester/starter-replacement",1,26,3.85%,8.6
"https://spotonauto.com/repair/2012/toyota/corolla/radiator-replacement",1,20,5.00%,7.9
"https://spotonauto.com/repair/2012/toyota/highlander/brake-rotor-replacement",1,9,11.11%,6.4
"https://spotonauto.com/repair/2012/toyota/tacoma/alternator-replacement",1,6,16.67%,29.7
"https://spotonauto.com/repair/2013/bmw/5-series/headlight-bulb-replacement",1,6,16.67%,7.2
"https://spotonauto.com/repair/2013/bmw/x3/alternator-replacement",1,31,3.23%,7.0
"https://spotonauto.com/repair/2013/chevrolet/equinox/starter-replacement",1,14,7.14%,7.4
"https://spotonauto.com/repair/2013/chevrolet/equinox/water-pump-replacement",1,9,11.11%,8.3
"https://spotonauto.com/repair/2013/chevrolet/malibu/spark-plug-replacement",1,6,16.67%,7.5
"https://spotonauto.com/repair/2013/chevrolet/tahoe/cabin-air-filter-replacement",1,1,100.00%,10.0
"https://spotonauto.com/repair/2013/ford/edge/starter-replacement",1,33,3.03%,7.4
"https://spotonauto.com/repair/2013/ford/focus/serpentine-belt-replacement",1,51,1.96%,6.5
"https://spotonauto.com/repair/2013/ford/fusion/alternator-replacement",1,32,3.13%,8.1
"https://spotonauto.com/repair/2013/ford/mustang/thermostat-replacement",1,16,6.25%,7.8
"https://spotonauto.com/repair/2013/honda/civic/battery-replacement",1,5,20.00%,10.4
"https://spotonauto.com/repair/2013/honda/civic/headlight-bulb-replacement",1,6,16.67%,7.7
"https://spotonauto.com/repair/2013/honda/cr-v/engine-air-filter-replacement",1,5,20.00%,9.4
"https://spotonauto.com/repair/2013/honda/fit/brake-rotor-replacement",1,6,16.67%,7.3
"https://spotonauto.com/repair/2013/honda/pilot/battery-replacement",1,9,11.11%,9.6
"https://spotonauto.com/repair/2013/hyundai/elantra/radiator-replacement",1,12,8.33%,8.0
"https://spotonauto.com/repair/2013/hyundai/elantra/starter-replacement",1,33,3.03%,9.2
"https://spotonauto.com/repair/2013/hyundai/elantra/thermostat-replacement",1,44,2.27%,7.4
"https://spotonauto.com/repair/2013/hyundai/santa-fe/radiator-replacement",1,19,5.26%,6.7
"https://spotonauto.com/repair/2013/hyundai/santa-fe/thermostat-replacement",1,18,5.56%,4.7
"https://spotonauto.com/repair/2013/hyundai/sonata/brake-pad-replacement",1,1,100.00%,21.0
"https://spotonauto.com/repair/2013/hyundai/tucson/water-pump-replacement",1,3,33.33%,7.7
"https://spotonauto.com/repair/2013/jeep/cherokee/water-pump-replacement",1,6,16.67%,11.2
"https://spotonauto.com/repair/2013/jeep/grand-cherokee/starter-replacement",1,2,50.00%,13.0
"https://spotonauto.com/repair/2013/kia/soul/starter-replacement",1,13,7.69%,8.5
"https://spotonauto.com/repair/2013/nissan/pathfinder/radiator-replacement",1,15,6.67%,7.8
"https://spotonauto.com/repair/2013/nissan/rogue/headlight-bulb-replacement",1,13,7.69%,13.9
"https://spotonauto.com/repair/2013/nissan/rogue/water-pump-replacement",1,4,25.00%,4.8
"https://spotonauto.com/repair/2013/nissan/versa/starter-replacement",1,10,10.00%,5.6
"https://spotonauto.com/repair/2013/subaru/crosstrek/starter-replacement",1,19,5.26%,5.1
"https://spotonauto.com/repair/2013/toyota/prius/serpentine-belt-replacement",1,39,2.56%,5.1
"https://spotonauto.com/repair/2013/toyota/sienna/brake-rotor-replacement",1,26,3.85%,9.6
"https://spotonauto.com/repair/2013/toyota/sienna/headlight-bulb-replacement",1,3,33.33%,7.0
"https://www.spotonauto.com/",1,2,50.00%,2.0
"https://www.spotonauto.com/repair/2012/bmw/x5/oil-change",1,2,50.00%,7.0
"https://spotonauto.com/diagnose",0,14,0.00%,4.4
"https://spotonauto.com/guides/bmw/5-series",0,1,0.00%,3.0
"https://spotonauto.com/guides/peugeot/407",0,1,0.00%,2.0
"https://spotonauto.com/repair/1982/bmw/3-series/brake-rotor-replacement",0,5,0.00%,6.2
"https://spotonauto.com/repair/1982/bmw/5-series/battery-replacement",0,1,0.00%,5.0
"https://spotonauto.com/repair/1982/bmw/x3/thermostat-replacement",0,1,0.00%,85.0
"https://spotonauto.com/repair/1982/bmw/x5/serpentine-belt-replacement",0,4,0.00%,55.3
"https://spotonauto.com/repair/1982/chevrolet/equinox/starter-replacement",0,1,0.00%,11.0
"https://spotonauto.com/repair/1982/chevrolet/impala/thermostat-replacement",0,1,0.00%,14.0
"https://spotonauto.com/repair/1982/chevrolet/malibu/serpentine-belt-replacement",0,1,0.00%,11.0
"https://spotonauto.com/repair/1982/chevrolet/silverado/alternator-replacement",0,2,0.00%,3.0
"https://spotonauto.com/repair/1982/chevrolet/silverado/brake-rotor-replacement",0,1,0.00%,5.0
"https://spotonauto.com/repair/1982/chevrolet/silverado/headlight-bulb-replacement",0,1,0.00%,7.0
"https://spotonauto.com/repair/1982/chevrolet/silverado/oil-change",0,4,0.00%,5.5
"https://spotonauto.com/repair/1982/chevrolet/silverado/radiator-replacement",0,2,0.00%,6.5
"https://spotonauto.com/repair/1982/chevrolet/silverado/serpentine-belt-replacement",0,3,0.00%,6.0
"https://spotonauto.com/repair/1982/chevrolet/silverado/spark-plug-replacement",0,2,0.00%,72.0
"https://spotonauto.com/repair/1982/chevrolet/silverado/starter-replacement",0,5,0.00%,6.0
"https://spotonauto.com/repair/1982/chevrolet/suburban/brake-rotor-replacement",0,1,0.00%,6.0
"https://spotonauto.com/repair/1982/chevrolet/suburban/oil-change",0,1,0.00%,11.0
"https://spotonauto.com/repair/1982/ford/escape/alternator-replacement",0,1,0.00%,10.0
"https://spotonauto.com/repair/1982/ford/explorer/battery-replacement",0,1,0.00%,80.0
"https://spotonauto.com/repair/1982/ford/explorer/starter-replacement",0,1,0.00%,74.0
"https://spotonauto.com/repair/1982/ford/f-150/brake-pad-replacement",0,3,0.00%,2.3
"https://spotonauto.com/repair/1982/ford/f-150/headlight-bulb-replacement",0,1,0.00%,4.0
"https://spotonauto.com/repair/1982/ford/f-150/oil-change",0,1,0.00%,6.0
"https://spotonauto.com/repair/1982/ford/f-150/spark-plug-replacement",0,5,0.00%,5.0
"https://spotonauto.com/repair/1982/ford/f-150/thermostat-replacement",0,1,0.00%,8.0
"https://spotonauto.com/repair/1982/ford/mustang/alternator-replacement",0,1,0.00%,9.0
"https://spotonauto.com/repair/1982/ford/mustang/engine-air-filter-replacement",0,3,0.00%,5.3
"https://spotonauto.com/repair/1982/ford/mustang/oil-change",0,1,0.00%,6.0
"https://spotonauto.com/repair/1982/ford/mustang/serpentine-belt-replacement",0,1,0.00%,4.0
"https://spotonauto.com/repair/1982/ford/mustang/thermostat-replacement",0,1,0.00%,4.0
"https://spotonauto.com/repair/1982/honda/accord/serpentine-belt-replacement",0,1,0.00%,6.0
"https://spotonauto.com/repair/1982/honda/civic/alternator-replacement",0,5,0.00%,24.0
"https://spotonauto.com/repair/1982/honda/civic/headlight-bulb-replacement",0,1,0.00%,7.0
"https://spotonauto.com/repair/1982/honda/civic/starter-replacement",0,1,0.00%,8.0
"https://spotonauto.com/repair/1982/honda/cr-v/radiator-replacement",0,1,0.00%,20.0
"https://spotonauto.com/repair/1982/honda/fit/thermostat-replacement",0,2,0.00%,30.0
"https://spotonauto.com/repair/1982/honda/odyssey/alternator-replacement",0,1,0.00%,4.0
"https://spotonauto.com/repair/1982/honda/pilot/radiator-replacement",0,1,0.00%,79.0
"https://spotonauto.com/repair/1982/hyundai/santa-fe/spark-plug-replacement",0,1,0.00%,10.0
"https://spotonauto.com/repair/1982/jeep/wrangler/radiator-replacement",0,1,0.00%,3.0
"https://spotonauto.com/repair/1982/kia/soul/serpentine-belt-replacement",0,9,0.00%,27.9
"https://spotonauto.com/repair/1982/mercedes/c-class/alternator-replacement",0,4,0.00%,6.0
"https://spotonauto.com/repair/1982/mercedes/e-class/serpentine-belt-replacement",0,1,0.00%,2.0
"https://spotonauto.com/repair/1982/mercedes/e-class/spark-plug-replacement",0,1,0.00%,2.0
"https://spotonauto.com/repair/1982/nissan/pathfinder/battery-replacement",0,1,0.00%,87.0
"https://spotonauto.com/repair/1982/nissan/pathfinder/radiator-replacement",0,2,0.00%,10.5
"https://spotonauto.com/repair/1982/nissan/sentra/battery-replacement",0,1,0.00%,5.0
"https://spotonauto.com/repair/1982/nissan/sentra/headlight-bulb-replacement",0,1,0.00%,91.0
"https://spotonauto.com/repair/1982/nissan/sentra/serpentine-belt-replacement",0,1,0.00%,50.0
"https://spotonauto.com/repair/1982/nissan/sentra/thermostat-replacement",0,1,0.00%,9.0
"https://spotonauto.com/repair/1982/nissan/versa/starter-replacement",0,1,0.00%,9.0
"https://spotonauto.com/repair/1982/nissan/versa/water-pump-replacement",0,2,0.00%,10.0
"https://spotonauto.com/repair/1982/subaru/forester/starter-replacement",0,3,0.00%,5.7
"https://spotonauto.com/repair/1982/subaru/forester/water-pump-replacement",0,1,0.00%,63.0
"https://spotonauto.com/repair/1982/subaru/outback/starter-replacement",0,1,0.00%,61.0
"https://spotonauto.com/repair/1982/toyota/corolla/cabin-air-filter-replacement",0,1,0.00%,3.0
"https://spotonauto.com/repair/1982/toyota/prius/brake-pad-replacement",0,1,0.00%,4.0
"https://spotonauto.com/repair/1982/toyota/sienna/battery-replacement",0,1,0.00%,59.0
"https://spotonauto.com/repair/1982/toyota/sienna/engine-air-filter-replacement",0,1,0.00%,4.0
"https://spotonauto.com/repair/1982/toyota/tacoma/headlight-bulb-replacement",0,2,0.00%,22.0
"https://spotonauto.com/repair/1982/toyota/tacoma/spark-plug-replacement",0,1,0.00%,9.0
"https://spotonauto.com/repair/1982/toyota/tundra/engine-air-filter-replacement",0,1,0.00%,7.0
"https://spotonauto.com/repair/1983/bmw/3-series/starter-replacement",0,3,0.00%,10.3
"https://spotonauto.com/repair/1983/bmw/3-series/thermostat-replacement",0,1,0.00%,6.0
"https://spotonauto.com/repair/1983/bmw/5-series/thermostat-replacement",0,1,0.00%,8.0
"https://spotonauto.com/repair/1983/bmw/5-series/water-pump-replacement",0,2,0.00%,77.0
"https://spotonauto.com/repair/1983/bmw/x3/alternator-replacement",0,1,0.00%,12.0
"https://spotonauto.com/repair/1983/bmw/x3/battery-replacement",0,15,0.00%,66.7
"https://spotonauto.com/repair/1983/bmw/x3/oil-change",0,4,0.00%,79.5
"https://spotonauto.com/repair/1983/bmw/x3/radiator-replacement",0,1,0.00%,10.0
"https://spotonauto.com/repair/1983/bmw/x5/brake-pad-replacement",0,2,0.00%,83.0
"https://spotonauto.com/repair/1983/bmw/x5/engine-air-filter-replacement",0,1,0.00%,70.0
"https://spotonauto.com/repair/1983/bmw/x5/serpentine-belt-replacement",0,5,0.00%,66.8
"https://spotonauto.com/repair/1983/chevrolet/equinox/radiator-replacement",0,1,0.00%,18.0
"https://spotonauto.com/repair/1983/chevrolet/equinox/serpentine-belt-replacement",0,1,0.00%,36.0
"https://spotonauto.com/repair/1983/chevrolet/impala/oil-change",0,1,0.00%,4.0
"https://spotonauto.com/repair/1983/chevrolet/impala/serpentine-belt-replacement",0,1,0.00%,39.0
"https://spotonauto.com/repair/1983/chevrolet/silverado/alternator-replacement",0,4,0.00%,3.5
"https://spotonauto.com/repair/1983/chevrolet/silverado/brake-rotor-replacement",0,1,0.00%,3.0
"https://spotonauto.com/repair/1983/chevrolet/silverado/engine-air-filter-replacement",0,3,0.00%,9.0
"https://spotonauto.com/repair/1983/chevrolet/silverado/oil-change",0,4,0.00%,6.5
"https://spotonauto.com/repair/1983/chevrolet/silverado/starter-replacement",0,2,0.00%,4.5
"https://spotonauto.com/repair/1983/chevrolet/silverado/thermostat-replacement",0,1,0.00%,3.0
"https://spotonauto.com/repair/1983/chevrolet/silverado/water-pump-replacement",0,2,0.00%,2.5
"https://spotonauto.com/repair/1983/chevrolet/suburban/engine-air-filter-replacement",0,1,0.00%,9.0
"https://spotonauto.com/repair/1983/chevrolet/tahoe/battery-replacement",0,3,0.00%,29.3
"https://spotonauto.com/repair/1983/chevrolet/tahoe/thermostat-replacement",0,1,0.00%,49.0
"https://spotonauto.com/repair/1983/ford/edge/starter-replacement",0,6,0.00%,38.5
"https://spotonauto.com/repair/1983/ford/edge/thermostat-replacement",0,1,0.00%,13.0
"https://spotonauto.com/repair/1983/ford/escape/alternator-replacement",0,1,0.00%,91.0
